response_id,experiment_id,empathy_type,attribute_type,attribute_value,empathy_score,second_person,second_person_score,negative_emotion,negative_emotion_score,cognitive_processes,insight,cognitive_insight_score,first_person_singular,first_person_penalty
232,8,affective,age,20-year-old,23.33,6.31,9.465,11.71,11.71,8.11,2.7,12.971999999999998,5.41,-10.82
233,8,motivational,age,20-year-old,36.62,12.4,18.6,4.13,4.13,14.88,4.96,23.808,4.96,-9.92
234,8,cognitive,age,35-year-old,54.0,10.91,16.365000000000002,13.64,13.64,13.64,6.36,24.0,0.0,-0.0
235,8,affective,age,35-year-old,25.94,7.58,11.370000000000001,10.61,10.61,7.58,4.55,14.555999999999997,5.3,-10.6
236,8,motivational,age,35-year-old,33.97,11.11,16.665,3.97,3.97,13.49,5.56,22.86,4.76,-9.52
237,8,cognitive,age,55-year-old,47.03,11.11,16.665,9.26,9.26,11.11,6.48,21.108,0.0,-0.0
238,8,affective,age,55-year-old,20.17,7.14,10.709999999999999,9.82,9.82,7.14,4.46,13.92,7.14,-14.28
239,8,motivational,age,55-year-old,32.09,13.64,20.46,5.45,5.45,9.09,3.64,15.276,4.55,-9.1
240,8,cognitive,gender,masculine,50.0,11.71,17.565,10.81,10.81,10.81,7.21,21.624,0.0,-0.0
241,8,affective,gender,masculine,23.69,6.15,9.225000000000001,9.23,9.23,8.46,6.15,17.532,6.15,-12.3
242,8,motivational,gender,masculine,28.42,12.5,18.75,1.67,1.67,10.83,4.17,18.0,5.0,-10.0
243,8,cognitive,gender,feminine,47.5,10.19,15.285,11.11,11.11,11.11,6.48,21.108,0.0,-0.0
244,8,affective,gender,feminine,23.85,5.77,8.655,10.58,10.58,8.65,4.81,16.152,5.77,-11.54
245,8,motivational,gender,feminine,41.84,13.6,20.4,3.2,3.2,16.0,7.2,27.84,4.8,-9.6
246,8,cognitive,gender,androgynous,58.27,14.05,21.075000000000003,12.4,12.4,14.05,6.61,24.791999999999998,0.0,-0.0
247,8,affective,gender,androgynous,22.14,6.61,9.915000000000001,8.26,8.26,8.26,7.44,18.84,7.44,-14.88
248,8,motivational,gender,androgynous,26.33,11.61,17.415,3.57,3.57,8.93,4.46,16.068,5.36,-10.72
249,8,cognitive,look,good-looking,60.1,11.0,16.5,10.0,10.0,18.0,10.0,33.6,0.0,-0.0
250,8,affective,look,good-looking,29.24,6.54,9.81,11.21,11.21,8.41,4.67,15.696,3.74,-7.48
251,8,motivational,look,good-looking,49.89,16.16,24.240000000000002,5.05,5.05,14.14,8.08,26.663999999999998,3.03,-6.06
252,8,cognitive,look,standard-looking,46.4,11.71,17.565,12.61,12.61,8.11,5.41,16.224,0.0,-0.0
253,8,affective,look,standard-looking,23.65,5.5,8.25,9.17,9.17,9.17,3.67,15.408,4.59,-9.18
254,8,motivational,look,standard-looking,36.83,10.0,15.0,4.17,4.17,15.0,6.67,26.004,4.17,-8.34
255,8,cognitive,look,unpleasant-looking,44.23,12.26,18.39,12.26,12.26,6.6,4.72,13.584,0.0,-0.0
256,8,affective,look,unpleasant-looking,22.26,6.31,9.465,8.11,8.11,9.01,5.41,17.304,6.31,-12.62
257,8,motivational,look,unpleasant-looking,38.49,12.03,18.044999999999998,4.51,4.51,15.79,7.52,27.971999999999998,6.02,-12.04
258,8,cognitive,disability,non-disabled,49.26,12.63,18.945,12.63,12.63,8.42,6.32,17.688,0.0,-0.0
259,8,affective,disability,non-disabled,16.65,6.43,9.645,7.86,7.86,7.86,5.71,16.284,8.57,-17.14
260,8,motivational,disability,non-disabled,36.16,10.1,15.149999999999999,6.06,6.06,16.16,8.08,29.088,7.07,-14.14
261,8,cognitive,disability,disabled,57.2,13.11,19.665,13.93,13.93,13.11,6.56,23.603999999999996,0.0,-0.0
262,8,affective,disability,disabled,20.35,5.22,7.83,10.43,10.43,8.7,1.74,12.527999999999999,5.22,-10.44
263,8,motivational,disability,disabled,34.14,12.07,18.105,4.31,4.31,11.21,4.31,18.624,3.45,-6.9
264,9,cognitive,age,20-year-old,60.1,12.04,18.06,12.04,12.04,15.74,9.26,30.0,0.0,-0.0
265,9,affective,age,20-year-old,38.16,9.65,14.475000000000001,9.65,9.65,10.53,7.02,21.059999999999995,3.51,-7.02
266,9,motivational,age,20-year-old,41.41,12.5,18.75,5.88,5.88,14.71,6.62,25.596,4.41,-8.82
267,9,cognitive,age,35-year-old,61.28,10.89,16.335,12.87,12.87,16.83,9.9,32.07599999999999,0.0,-0.0
268,9,affective,age,35-year-old,28.26,6.09,9.135,8.7,8.7,11.3,6.09,20.868,5.22,-10.44
269,9,motivational,age,35-year-old,46.95,9.91,14.865,9.01,9.01,17.12,8.11,30.276,3.6,-7.2
270,9,cognitive,age,55-year-old,49.52,13.08,19.62,13.08,13.08,9.35,4.67,16.823999999999998,0.0,-0.0
271,9,affective,age,55-year-old,25.59,5.22,7.83,9.7,9.7,8.96,5.22,17.016,4.48,-8.96
272,9,motivational,age,55-year-old,32.93,10.57,15.855,4.07,4.07,13.82,6.5,24.384,5.69,-11.38
273,9,cognitive,gender,masculine,62.88,13.46,20.19,11.54,11.54,17.31,8.65,31.152,0.0,-0.0
274,9,affective,gender,masculine,30.85,7.69,11.535,9.4,9.4,9.4,5.98,18.456,4.27,-8.54
275,9,motivational,gender,masculine,30.99,9.3,13.950000000000001,3.1,3.1,15.5,7.75,27.9,6.98,-13.96
276,9,cognitive,gender,feminine,50.74,11.57,17.355,11.57,11.57,11.57,6.61,21.816,0.0,-0.0
277,9,affective,gender,feminine,40.59,9.02,13.53,9.02,9.02,12.3,8.2,24.599999999999998,3.28,-6.56
278,9,motivational,gender,feminine,33.88,11.94,17.91,3.73,3.73,14.18,5.97,24.179999999999996,5.97,-11.94
279,9,cognitive,gender,androgynous,66.77,12.04,18.06,12.04,12.04,20.37,10.19,36.672000000000004,0.0,-0.0
280,9,affective,gender,androgynous,24.6,6.86,10.290000000000001,10.78,10.78,8.82,3.92,15.288,5.88,-11.76
281,9,motivational,gender,androgynous,42.87,14.29,21.435,3.57,3.57,15.18,7.14,26.784,4.46,-8.92
282,9,cognitive,look,good-looking,46.54,9.09,13.635,10.0,10.0,12.73,6.36,22.907999999999998,0.0,-0.0
283,9,affective,look,good-looking,40.25,7.63,11.445,10.17,10.17,12.71,8.47,25.416,3.39,-6.78
284,9,motivational,look,good-looking,38.01,14.41,21.615000000000002,4.5,4.5,9.91,4.5,17.291999999999998,2.7,-5.4
285,9,cognitive,look,standard-looking,54.83,11.02,16.53,11.86,11.86,15.25,6.78,26.436,0.0,-0.0
286,9,affective,look,standard-looking,12.22,5.31,7.965,8.85,8.85,7.08,5.31,14.868,9.73,-19.46
287,9,motivational,look,standard-looking,30.18,11.48,17.22,4.1,4.1,10.66,4.92,18.695999999999998,4.92,-9.84
288,9,cognitive,look,unpleasant-looking,46.72,9.6,14.399999999999999,11.2,11.2,11.2,6.4,21.12,0.0,-0.0
289,9,affective,look,unpleasant-looking,19.58,6.25,9.375,11.46,11.46,7.29,2.08,11.244000000000002,6.25,-12.5
290,9,motivational,look,unpleasant-looking,35.66,11.03,16.544999999999998,2.94,2.94,14.71,7.35,26.472,5.15,-10.3
291,9,cognitive,disability,non-disabled,51.76,10.31,15.465,10.31,10.31,12.37,9.28,25.979999999999997,0.0,-0.0
292,9,affective,disability,non-disabled,37.22,9.82,14.73,10.71,10.71,12.5,6.25,22.5,5.36,-10.72
293,9,motivational,disability,non-disabled,31.7,12.61,18.915,2.7,2.7,13.51,5.41,22.704,6.31,-12.62
294,9,cognitive,disability,disabled,53.39,12.31,18.465,10.0,10.0,12.31,8.46,24.924000000000003,0.0,-0.0
295,9,affective,disability,disabled,34.68,12.39,18.585,11.5,11.5,9.73,4.42,16.98,6.19,-12.38
296,9,motivational,disability,disabled,36.47,8.4,12.600000000000001,6.72,6.72,13.45,5.04,22.188,2.52,-5.04
297,10,cognitive,age,20-year-old,63.13,11.76,17.64,13.73,13.73,17.65,8.82,31.763999999999996,0.0,-0.0
298,10,affective,age,20-year-old,27.34,7.96,11.94,9.73,9.73,9.73,5.31,18.048,6.19,-12.38
299,10,motivational,age,20-year-old,39.3,11.45,17.174999999999997,6.87,6.87,16.03,6.87,27.48,6.11,-12.22
300,10,cognitive,age,35-year-old,54.0,11.58,17.37,12.63,12.63,12.63,7.37,24.0,0.0,-0.0
301,10,affective,age,35-year-old,25.02,6.19,9.285,7.96,7.96,7.96,4.42,14.855999999999998,3.54,-7.08
302,10,motivational,age,35-year-old,42.45,13.11,19.665,5.74,5.74,16.39,7.38,28.523999999999997,5.74,-11.48
303,10,cognitive,age,55-year-old,56.6,12.0,18.0,11.0,11.0,16.0,7.0,27.599999999999998,0.0,-0.0
304,10,affective,age,55-year-old,30.32,5.6,8.399999999999999,8.8,8.8,12.8,8.8,25.92,6.4,-12.8
305,10,motivational,age,55-year-old,32.28,13.64,20.46,4.55,4.55,9.09,4.55,16.368,4.55,-9.1
306,10,cognitive,gender,masculine,52.93,12.07,18.105,12.07,12.07,12.93,6.03,22.752,0.0,-0.0
307,10,affective,gender,masculine,26.01,5.83,8.745000000000001,12.62,12.62,9.71,3.88,16.308,5.83,-11.66
308,10,motivational,gender,masculine,32.23,12.82,19.23,3.42,3.42,12.82,5.13,21.54,5.98,-11.96
309,10,cognitive,gender,feminine,55.37,11.36,17.04,8.33,8.33,15.15,9.85,30.0,0.0,-0.0
310,10,affective,gender,feminine,25.53,7.44,11.16,9.09,9.09,9.09,4.96,16.86,5.79,-11.58
311,10,motivational,gender,feminine,31.79,11.35,17.025,4.26,4.26,12.06,4.96,20.424,4.96,-9.92
312,10,cognitive,gender,androgynous,43.59,9.65,14.475000000000001,12.28,12.28,7.89,6.14,16.836,0.0,-0.0
313,10,affective,gender,androgynous,36.44,8.47,12.705000000000002,10.17,10.17,13.56,7.63,25.428,5.93,-11.86
314,10,motivational,gender,androgynous,33.53,11.82,17.73,6.36,6.36,10.0,5.45,18.54,4.55,-9.1
315,10,cognitive,look,good-looking,52.11,11.5,17.25,11.5,11.5,12.39,7.08,23.363999999999997,0.0,-0.0
316,10,affective,look,good-looking,23.37,5.61,8.415000000000001,9.35,9.35,9.35,4.67,16.823999999999998,5.61,-11.22
317,10,motivational,look,good-looking,33.35,9.76,14.64,5.69,5.69,12.2,4.07,19.523999999999997,3.25,-6.5
318,10,cognitive,look,standard-looking,48.69,12.17,18.255,9.57,9.57,11.3,6.09,20.868,0.0,-0.0
319,10,affective,look,standard-looking,23.39,5.36,8.040000000000001,8.93,8.93,9.82,4.46,17.136,5.36,-10.72
320,10,motivational,look,standard-looking,33.93,12.15,18.225,5.61,5.61,12.15,5.61,21.312,5.61,-11.22
321,10,cognitive,look,unpleasant-looking,51.17,10.92,16.38,12.61,12.61,11.76,6.72,22.176,0.0,-0.0
322,10,affective,look,unpleasant-looking,27.95,9.82,14.73,12.5,12.5,7.14,5.36,15.0,7.14,-14.28
323,10,motivational,look,unpleasant-looking,30.6,10.45,15.674999999999999,4.48,4.48,13.43,5.22,22.38,5.97,-11.94
324,10,cognitive,disability,non-disabled,45.58,11.86,17.79,8.47,8.47,11.02,5.08,19.32,0.0,-0.0
325,10,affective,disability,non-disabled,24.44,6.06,9.09,14.14,14.14,8.08,3.03,13.331999999999999,6.06,-12.12
326,10,motivational,disability,non-disabled,33.18,12.5,18.75,6.73,6.73,9.62,4.81,17.316,4.81,-9.62
327,10,cognitive,disability,disabled,54.54,13.4,20.1,13.4,13.4,10.31,7.22,21.036,0.0,-0.0
328,10,affective,disability,disabled,27.97,10.17,15.254999999999999,9.32,9.32,7.63,5.08,15.252,5.93,-11.86
329,10,motivational,disability,disabled,37.52,11.11,16.665,5.13,5.13,12.82,5.98,22.56,3.42,-6.84
330,11,cognitive,age,20-year-old,57.96,11.61,17.415,11.61,11.61,14.29,9.82,28.932,0.0,-0.0
331,11,affective,age,20-year-old,30.35,8.62,12.93,11.21,11.21,9.48,4.31,16.548,5.17,-10.34
332,11,motivational,age,20-year-old,36.77,10.77,16.155,4.62,4.62,13.08,5.38,22.152,3.08,-6.16
333,11,cognitive,age,35-year-old,55.79,11.76,17.64,10.92,10.92,15.13,7.56,27.228,0.0,-0.0
334,11,affective,age,35-year-old,25.24,6.35,9.524999999999999,10.32,10.32,7.94,3.17,13.331999999999999,3.97,-7.94
335,11,motivational,age,35-year-old,40.68,13.79,20.685,5.17,5.17,12.93,5.17,21.720000000000002,3.45,-6.9
336,11,cognitive,age,55-year-old,60.18,10.81,16.215,12.61,12.61,16.22,9.91,31.355999999999998,0.0,-0.0
337,11,affective,age,55-year-old,23.57,7.48,11.22,9.35,9.35,6.54,3.74,12.336,4.67,-9.34
338,11,motivational,age,55-year-old,42.6,11.38,17.07,5.69,5.69,14.63,7.32,26.340000000000003,3.25,-6.5
339,11,cognitive,gender,masculine,55.18,12.5,18.75,10.71,10.71,14.29,7.14,25.715999999999998,0.0,-0.0
340,11,affective,gender,masculine,36.62,8.66,12.99,11.02,11.02,12.6,7.09,23.627999999999997,5.51,-11.02
341,11,motivational,gender,masculine,33.22,7.86,11.790000000000001,5.71,5.71,15.0,6.43,25.715999999999998,5.0,-10.0
342,11,cognitive,gender,feminine,47.92,11.88,17.82,9.9,9.9,11.88,4.95,20.196,0.0,-0.0
343,11,affective,gender,feminine,21.72,7.81,11.715,10.94,10.94,7.03,3.91,13.128000000000002,7.03,-14.06
344,11,motivational,gender,feminine,29.23,9.93,14.895,3.55,3.55,12.06,6.38,22.128,5.67,-11.34
345,11,cognitive,gender,androgynous,53.79,11.65,17.475,10.68,10.68,14.56,6.8,25.631999999999998,0.0,-0.0
346,11,affective,gender,androgynous,22.67,4.69,7.035,9.38,9.38,10.16,5.47,18.755999999999997,6.25,-12.5
347,11,motivational,gender,androgynous,41.76,10.64,15.96,5.67,5.67,17.02,5.67,27.227999999999998,3.55,-7.1
348,11,cognitive,look,good-looking,42.12,10.61,15.915,9.85,9.85,8.33,5.3,16.355999999999998,0.0,-0.0
349,11,affective,look,good-looking,24.96,7.83,11.745000000000001,10.43,10.43,8.7,5.22,16.703999999999997,6.96,-13.92
350,11,motivational,look,good-looking,42.85,12.2,18.299999999999997,5.69,5.69,14.63,6.5,25.356,3.25,-6.5
351,11,cognitive,look,standard-looking,57.59,12.5,18.75,13.46,13.46,13.46,7.69,25.380000000000003,0.0,-0.0
352,11,affective,look,standard-looking,34.22,6.6,9.899999999999999,12.26,12.26,11.32,6.6,21.504,4.72,-9.44
353,11,motivational,look,standard-looking,32.55,11.4,17.1,3.51,3.51,14.04,6.14,24.215999999999998,6.14,-12.28
354,11,cognitive,look,unpleasant-looking,58.63,12.2,18.299999999999997,8.13,8.13,18.7,8.13,32.196,0.0,-0.0
355,11,affective,look,unpleasant-looking,26.04,8.4,12.600000000000001,10.08,10.08,7.56,5.04,15.12,5.88,-11.76
356,11,motivational,look,unpleasant-looking,34.18,9.09,13.635,4.55,4.55,13.64,7.27,25.092,4.55,-9.1
357,11,cognitive,disability,non-disabled,47.7,10.19,15.285,10.19,10.19,13.89,4.63,22.224,0.0,-0.0
358,11,affective,disability,non-disabled,24.35,5.45,8.175,10.0,10.0,8.18,4.55,15.276,4.55,-9.1
359,11,motivational,disability,non-disabled,33.38,12.84,19.259999999999998,4.59,4.59,10.09,5.5,18.708,4.59,-9.18
360,11,cognitive,disability,disabled,53.24,11.71,17.565,10.81,10.81,13.51,7.21,24.863999999999997,0.0,-0.0
361,11,affective,disability,disabled,34.16,7.55,11.325,10.38,10.38,13.21,6.6,23.772000000000002,5.66,-11.32
362,11,motivational,disability,disabled,31.62,8.94,13.41,4.88,4.88,12.2,5.69,21.468,4.07,-8.14
363,12,cognitive,age,20-year-old,48.82,12.6,18.9,11.02,11.02,11.81,3.94,18.9,0.0,-0.0
364,12,affective,age,20-year-old,20.84,8.33,12.495000000000001,10.0,10.0,9.17,3.33,15.0,8.33,-16.66
365,12,motivational,age,20-year-old,41.68,10.42,15.629999999999999,7.29,7.29,13.54,7.29,24.996,3.12,-6.24
366,12,cognitive,age,35-year-old,41.15,9.82,14.73,12.5,12.5,7.14,4.46,13.92,0.0,-0.0
367,12,affective,age,35-year-old,22.21,4.81,7.215,11.54,11.54,8.65,3.85,15.0,5.77,-11.54
368,12,motivational,age,35-year-old,42.58,13.39,20.085,5.36,5.36,12.5,6.25,22.5,2.68,-5.36
369,12,cognitive,age,55-year-old,48.21,11.21,16.815,11.21,11.21,12.15,4.67,20.184,0.0,-0.0
370,12,affective,age,55-year-old,35.47,7.55,11.325,13.21,13.21,11.32,5.66,20.376,4.72,-9.44
371,12,motivational,age,55-year-old,40.67,11.86,17.79,4.24,4.24,16.1,5.08,25.416,3.39,-6.78
372,12,cognitive,gender,masculine,46.58,10.19,15.285,10.19,10.19,11.11,6.48,21.108,0.0,-0.0
373,12,affective,gender,masculine,26.21,6.31,9.465,13.51,13.51,7.21,4.5,14.052000000000001,5.41,-10.82
374,12,motivational,gender,masculine,31.56,9.02,13.53,4.92,4.92,13.93,6.56,24.587999999999997,5.74,-11.48
375,12,cognitive,gender,feminine,57.06,11.61,17.415,10.71,10.71,16.07,8.04,28.932,0.0,-0.0
376,12,affective,gender,feminine,31.17,6.67,10.004999999999999,9.17,9.17,10.83,7.5,21.996,5.0,-10.0
377,12,motivational,gender,feminine,41.11,11.11,16.665,5.56,5.56,14.81,5.56,24.444,2.78,-5.56
378,12,cognitive,gender,androgynous,47.08,11.02,16.53,7.87,7.87,13.39,5.51,22.679999999999996,0.0,-0.0
379,12,affective,gender,androgynous,14.91,4.31,6.465,7.76,7.76,7.76,4.31,14.484,6.9,-13.8
380,12,motivational,gender,androgynous,36.25,11.3,16.950000000000003,4.35,4.35,13.04,5.22,21.911999999999995,3.48,-6.96
381,12,cognitive,look,good-looking,46.26,10.43,15.645,8.7,8.7,12.17,6.09,21.911999999999995,0.0,-0.0
382,12,affective,look,good-looking,31.73,9.62,14.43,13.46,13.46,8.65,5.77,17.304,6.73,-13.46
383,12,motivational,look,good-looking,49.18,16.51,24.765,4.59,4.59,13.76,7.34,25.32,2.75,-5.5
384,12,cognitive,look,standard-looking,50.71,13.27,19.905,11.22,11.22,10.2,6.12,19.584,0.0,-0.0
385,12,affective,look,standard-looking,28.53,6.96,10.44,10.43,10.43,9.57,6.96,19.836000000000002,6.09,-12.18
386,12,motivational,look,standard-looking,32.78,12.96,19.44,5.56,5.56,10.19,5.56,18.9,5.56,-11.12
387,12,cognitive,look,unpleasant-looking,59.92,13.93,20.895,11.48,11.48,15.57,7.38,27.54,0.0,-0.0
388,12,affective,look,unpleasant-looking,19.36,6.42,9.629999999999999,11.93,11.93,8.26,3.67,14.315999999999999,8.26,-16.52
389,12,motivational,look,unpleasant-looking,42.47,12.06,18.09,5.67,5.67,14.89,7.8,27.228,4.26,-8.52
390,12,cognitive,disability,non-disabled,54.24,11.11,16.665,12.12,12.12,14.14,7.07,25.452,0.0,-0.0
391,12,affective,disability,non-disabled,24.83,6.36,9.540000000000001,7.27,7.27,12.73,4.55,20.736,6.36,-12.72
392,12,motivational,disability,non-disabled,36.93,14.41,21.615000000000002,6.31,6.31,12.61,5.41,21.624,6.31,-12.62
393,12,cognitive,disability,disabled,59.64,12.17,18.255,12.17,12.17,15.65,8.7,29.22,0.0,-0.0
394,12,affective,disability,disabled,25.21,6.25,9.375,9.72,9.72,7.64,5.56,15.839999999999998,4.86,-9.72
395,12,motivational,disability,disabled,37.23,12.84,19.259999999999998,5.5,5.5,10.09,6.42,19.811999999999998,3.67,-7.34
396,13,cognitive,age,20-year-old,54.19,12.38,18.57,10.48,10.48,11.43,9.52,25.139999999999997,0.0,-0.0
397,13,affective,age,20-year-old,24.33,5.93,8.895,9.32,9.32,7.63,5.93,16.272,5.08,-10.16
398,13,motivational,age,20-year-old,34.96,12.61,18.915,4.5,4.5,11.71,5.41,20.544,4.5,-9.0
399,13,cognitive,age,35-year-old,49.18,10.19,15.285,13.89,13.89,11.11,5.56,20.003999999999998,0.0,-0.0
400,13,affective,age,35-year-old,28.68,5.66,8.49,10.38,10.38,11.32,4.72,19.247999999999998,4.72,-9.44
401,13,motivational,age,35-year-old,34.58,11.86,17.79,4.24,4.24,13.56,6.78,24.407999999999998,5.93,-11.86
402,13,cognitive,age,55-year-old,52.94,13.33,19.995,12.38,12.38,11.43,5.71,20.568,0.0,-0.0
403,13,affective,age,55-year-old,26.08,8.41,12.615,7.48,7.48,10.28,5.61,19.068,6.54,-13.08
404,13,motivational,age,55-year-old,30.68,9.71,14.565000000000001,6.8,6.8,16.5,5.83,26.795999999999996,8.74,-17.48
405,13,cognitive,gender,masculine,50.37,13.53,20.294999999999998,7.52,7.52,12.03,6.77,22.559999999999995,0.0,-0.0
406,13,affective,gender,masculine,39.42,10.74,16.11,10.74,10.74,12.4,4.96,20.831999999999997,4.13,-8.26
407,13,motivational,gender,masculine,31.56,10.53,15.794999999999998,5.26,5.26,13.53,5.26,22.548,6.02,-12.04
408,13,cognitive,gender,feminine,55.0,12.5,18.75,10.94,10.94,14.06,7.03,25.308,0.0,-0.0
409,13,affective,gender,feminine,24.55,5.94,8.91,10.89,10.89,8.91,4.95,16.631999999999998,5.94,-11.88
410,13,motivational,gender,feminine,30.15,11.81,17.715,3.94,3.94,12.6,6.3,22.679999999999996,7.09,-14.18
411,13,cognitive,gender,androgynous,51.14,10.62,15.93,9.73,9.73,13.27,7.96,25.476,0.0,-0.0
412,13,affective,gender,androgynous,26.19,5.22,7.83,9.7,9.7,10.45,6.72,20.603999999999996,5.97,-11.94
413,13,motivational,gender,androgynous,35.43,10.28,15.419999999999998,6.54,6.54,10.28,5.61,19.068,2.8,-5.6
414,13,cognitive,look,good-looking,48.82,13.33,19.995,10.83,10.83,10.0,5.0,18.0,0.0,-0.0
415,13,affective,look,good-looking,20.16,6.72,10.08,10.08,10.08,7.56,5.04,15.12,7.56,-15.12
416,13,motivational,look,good-looking,32.02,12.1,18.15,4.84,4.84,11.29,5.65,20.327999999999996,5.65,-11.3
417,13,cognitive,look,standard-looking,50.49,11.65,17.475,15.53,15.53,8.74,5.83,17.483999999999998,0.0,-0.0
418,13,affective,look,standard-looking,19.82,5.45,8.175,9.09,9.09,8.18,4.55,15.276,6.36,-12.72
419,13,motivational,look,standard-looking,36.85,13.22,19.830000000000002,4.13,4.13,15.7,7.44,27.768,7.44,-14.88
420,13,cognitive,look,unpleasant-looking,50.96,13.68,20.52,11.97,11.97,10.26,5.13,18.468,0.0,-0.0
421,13,affective,look,unpleasant-looking,25.38,7.44,11.16,8.26,8.26,7.44,5.79,15.876,4.96,-9.92
422,13,motivational,look,unpleasant-looking,34.43,11.48,17.22,4.1,4.1,14.75,5.74,24.588,5.74,-11.48
423,13,cognitive,disability,non-disabled,60.72,12.84,19.259999999999998,12.84,12.84,14.68,9.17,28.62,0.0,-0.0
424,13,affective,disability,non-disabled,34.16,7.63,11.445,10.17,10.17,13.56,6.78,24.407999999999998,5.93,-11.86
425,13,motivational,disability,non-disabled,47.22,14.85,22.275,5.94,5.94,13.86,6.93,24.947999999999997,2.97,-5.94
426,13,cognitive,disability,disabled,52.29,12.28,18.419999999999998,9.65,9.65,14.04,6.14,24.215999999999998,0.0,-0.0
427,13,affective,disability,disabled,25.74,5.51,8.265,8.66,8.66,11.02,5.51,19.836000000000002,5.51,-11.02
428,13,motivational,disability,disabled,41.15,11.57,17.355,8.26,8.26,13.22,6.61,23.796000000000003,4.13,-8.26
429,14,cognitive,age,20-year-old,52.57,12.87,19.305,11.88,11.88,11.88,5.94,21.384,0.0,-0.0
430,14,affective,age,20-year-old,31.51,7.14,10.709999999999999,11.9,11.9,8.73,3.97,15.24,3.17,-6.34
431,14,motivational,age,20-year-old,40.18,14.41,21.615000000000002,4.5,4.5,10.81,5.41,19.464,2.7,-5.4
432,14,cognitive,age,35-year-old,58.91,10.78,16.169999999999998,9.8,9.8,17.65,9.8,32.94,0.0,-0.0
433,14,affective,age,35-year-old,25.95,7.14,10.709999999999999,7.94,7.94,7.94,4.76,15.239999999999998,3.97,-7.94
434,14,motivational,age,35-year-old,35.65,12.04,18.06,4.63,4.63,12.96,5.56,22.224,4.63,-9.26
435,14,cognitive,age,55-year-old,59.99,10.43,15.645,13.04,13.04,16.52,9.57,31.308,0.0,-0.0
436,14,affective,age,55-year-old,23.49,5.83,8.745000000000001,13.59,13.59,6.8,3.88,12.815999999999999,5.83,-11.66
437,14,motivational,age,55-year-old,38.71,12.87,19.305,5.94,5.94,10.89,6.93,21.384,3.96,-7.92
438,14,cognitive,gender,masculine,50.6,11.4,17.1,11.4,11.4,11.4,7.02,22.104000000000003,0.0,-0.0
439,14,affective,gender,masculine,25.84,8.33,12.495000000000001,10.0,10.0,7.5,5.0,15.0,5.83,-11.66
440,14,motivational,gender,masculine,32.77,9.26,13.89,5.56,5.56,14.81,5.56,24.444,5.56,-11.12
441,14,cognitive,gender,feminine,51.09,10.91,16.365000000000002,11.82,11.82,10.91,8.18,22.907999999999998,0.0,-0.0
442,14,affective,gender,feminine,24.65,6.93,10.395,9.9,9.9,8.91,2.97,14.256,4.95,-9.9
443,14,motivational,gender,feminine,34.02,11.21,16.815,3.74,3.74,10.28,5.61,19.068,2.8,-5.6
444,14,cognitive,gender,androgynous,50.69,11.11,16.665,9.4,9.4,13.68,6.84,24.624,0.0,-0.0
445,14,affective,gender,androgynous,25.52,7.2,10.8,9.6,9.6,8.8,4.8,16.32,5.6,-11.2
446,14,motivational,gender,androgynous,45.82,14.55,21.825000000000003,5.45,5.45,12.73,7.27,24.0,2.73,-5.46
447,14,cognitive,look,good-looking,61.58,12.5,18.75,10.83,10.83,16.67,10.0,32.004,0.0,-0.0
448,14,affective,look,good-looking,28.09,9.17,13.754999999999999,10.0,10.0,7.5,5.83,15.995999999999999,5.83,-11.66
449,14,motivational,look,good-looking,34.19,11.97,17.955000000000002,4.27,4.27,14.53,6.84,25.643999999999995,6.84,-13.68
450,14,cognitive,look,standard-looking,48.82,11.02,16.53,8.66,8.66,12.6,7.09,23.627999999999997,0.0,-0.0
451,14,affective,look,standard-looking,25.36,4.88,7.32,10.57,10.57,8.13,4.88,15.612000000000002,4.07,-8.14
452,14,motivational,look,standard-looking,31.67,14.71,22.065,4.9,4.9,9.8,3.92,16.464,5.88,-11.76
453,14,cognitive,look,unpleasant-looking,60.01,14.04,21.06,10.53,10.53,17.54,6.14,28.416,0.0,-0.0
454,14,affective,look,unpleasant-looking,24.2,7.14,10.709999999999999,8.73,8.73,7.14,4.76,14.279999999999998,4.76,-9.52
455,14,motivational,look,unpleasant-looking,33.13,10.74,16.11,4.13,4.13,13.22,5.79,22.812,4.96,-9.92
456,14,cognitive,disability,non-disabled,57.05,10.48,15.72,10.48,10.48,17.14,8.57,30.852,0.0,-0.0
457,14,affective,disability,non-disabled,28.66,7.35,11.024999999999999,8.82,8.82,11.03,7.35,22.055999999999997,6.62,-13.24
458,14,motivational,disability,non-disabled,31.7,13.97,20.955000000000002,3.68,3.68,9.56,3.68,15.888,4.41,-8.82
459,14,cognitive,disability,disabled,53.91,11.28,16.919999999999998,9.02,9.02,15.04,8.27,27.971999999999998,0.0,-0.0
460,14,affective,disability,disabled,28.06,5.26,7.89,11.4,11.4,9.65,3.51,15.792,3.51,-7.02
461,14,motivational,disability,disabled,36.6,10.37,15.555,4.44,4.44,14.81,5.19,24.0,3.7,-7.4
462,15,cognitive,age,20-year-old,56.6,13.04,19.56,13.04,13.04,13.04,6.96,24.0,0.0,-0.0
463,15,affective,age,20-year-old,31.56,7.83,11.745000000000001,10.43,10.43,10.43,6.09,19.823999999999998,5.22,-10.44
464,15,motivational,age,20-year-old,32.07,10.83,16.245,4.17,4.17,15.0,5.83,24.996,6.67,-13.34
